Trans. date,Post date,Description,Amount,Category
6/21/25,6/21/25,CULVERS WASHINGTON AVE SHEBOYGAN WI,27.92,Restaurants
6/21/25,6/21/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,70.16,Supermarkets
6/21/25,6/21/25,SP RENARDS CHEESE STURGEON BAY WI,83.94,Merchandise
6/21/25,6/21/25,TST*JULIES PARK CAFE FISH CREEK WI00096547025889384865AA,55.36,Restaurants
6/22/25,6/22/25,PAYPAL *CHEWY INC 888-221-1161 CA,24.39,Merchandise
6/22/25,6/22/25,SPECTRUM 855-707-7328 MORC1450751473,89.99,Services
6/23/25,6/23/25,365 MARKET J 888 432-329 TROY MI,1.35,Restaurants
6/23/25,6/23/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
6/23/25,6/23/25,MED*FROEDTERT HEALTH I 800-803-8155 WI416133730,1.55,Medical Services
6/23/25,6/23/25,SENDIK'S WAUWATOSA WAUWATOSA WI,8,Supermarkets
6/24/25,6/24/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
6/25/25,6/25/25,5-365 FOOD SERVICE TROY MI,1.89,Restaurants
6/25/25,6/25/25,MURF'S FROZEN CUSTARD & BROOKFIELD WI,46.35,Restaurants
6/25/25,6/25/25,PAYPAL *CHEWY INC 888-221-1161 CA,105.89,Merchandise
6/26/25,6/26/25,5-365 FOOD SERVICE TROY MI,4.12,Restaurants
6/26/25,6/26/25,KWIK TRIP #586 BUTLER WI,43.52,Gasoline
6/26/25,6/26/25,SALON MARIE LLC HALES CORNERSWI,34,Services
6/27/25,6/27/25,5-365 FOOD SERVICE TROY MI,3,Restaurants
6/27/25,6/27/25,PANERA BREAD #606218 K MILWAUKEE WIAPPLE PAY ENDING IN 389602755P,33.99,Restaurants
6/28/25,6/28/25,GLOSS* TOSA WELLNESS & WAUWATOSA WI,235.98,Services
6/28/25,6/28/25,TST* CAFE HOLLANDER TOSA WAUWATOSA WIAPPLE PAY ENDING IN 7049,48.46,Restaurants
6/29/25,6/29/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,54,Supermarkets
6/29/25,6/29/25,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843022362268265,93.02,Supermarkets
6/30/25,6/30/25,AMG EMH RADIOLOGY BROOKFIELD WI,49,Medical Services
6/30/25,6/30/25,APPLIANCE GALLERY 414-3423300 WI,"5,000",Merchandise
6/30/25,6/30/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
6/30/25,6/30/25,EB *DRAW AT DANDY WITH 801-413-7200 CA,7.6,Services
7/1/25,7/1/25,5-365 FOOD SERVICE TROY MI,1.31,Restaurants
7/1/25,7/1/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
7/1/25,7/1/25,DISCOVERY WORLD 4147651977 WI,130,Services
7/1/25,7/1/25,DISCOVERY WORLD 4147651977 WI,370,Services
7/1/25,7/1/25,PAYMENT - THANK YOU,"-6,200",Payments and Credits
7/2/25,7/2/25,365 MARKET J 888 432-329 TROY MI,3,Restaurants
7/2/25,7/2/25,5-365 FOOD SERVICE TROY MI,1.44,Restaurants
7/2/25,7/2/25,EVERVET WAUWATOSA WI,388.99,Services
7/2/25,7/2/25,PP*TOSA TONIGHT MILWAUKEE WI,8,Services
7/2/25,7/2/25,SQ *LEFF'S LUCKY TOWN MILWAUKEE WI0002305843022382413452,31,Restaurants
7/2/25,7/2/25,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,112,Merchandise
7/3/25,7/3/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
7/3/25,7/3/25,PAYMENT - THANK YOU,"-5,000",Payments and Credits
7/4/25,7/4/25,5-365 FOOD SERVICE TROY MI,4.47,Restaurants
7/4/25,7/4/25,SP RAYS WINE AND SPIRI WAUWATOSA WI,29.2,Merchandise
7/5/25,7/5/25,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,79.17,Supermarkets
7/5/25,7/5/25,SP ECOEVIE APPAREL MILWAUKEE WI,82.6,Merchandise
7/6/25,7/6/25,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,14.36,Restaurants
7/7/25,7/7/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
7/7/25,7/7/25,TST*JOY ICE CREAM SOCI WAUWATOSA WI00229365026276097398AA,20.07,Merchandise
7/8/25,7/8/25,365 MARKET K 888 432-329 TROY MI,1.4,Restaurants
7/8/25,7/8/25,5-365 FOOD SERVICE TROY MI,3.31,Restaurants
7/8/25,7/8/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
7/8/25,7/8/25,TST* JAMBA JUICE - 0481 CHICAGO IL,9.67,Restaurants
7/9/25,7/9/25,365 MARKET J 888 432-329 TROY MI,1.34,Restaurants
7/9/25,7/9/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
7/9/25,7/9/25,EXXONMOBIL WAUWATOSA WI,43.45,Gasoline
7/9/25,7/9/25,HEIRLOOM MKE MILWAUKEE WI,50.33,Supermarkets
7/9/25,7/9/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
7/10/25,7/10/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
7/10/25,7/10/25,STARBUCKS STORE 47309 BROOKFIELD WIA45729BA4A34690333,14.81,Restaurants
7/11/25,7/11/25,5-365 FOOD SERVICE TROY MI,3.11,Restaurants
7/11/25,7/11/25,HOT HOUSE TAVERN MENOMONEE FALWI,42.18,Restaurants
7/12/25,7/12/25,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 7049,35.48,Restaurants
7/13/25,7/13/25,HULU 888-439-4858 CAHULU,4.32,Services
7/13/25,7/13/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,54,Supermarkets
7/14/25,7/14/25,365 MARKET J 888 432-329 TROY MI,3,Restaurants
7/14/25,7/14/25,365 MARKET K 888 432-329 TROY MI,1,Restaurants
7/14/25,7/14/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
7/14/25,7/14/25,SQ *TREE-RIPE FRUIT CO MILWAUKEE WI0002305843022463653661,34,Supermarkets
7/14/25,7/14/25,TARGET 00025866091 MILWAUKEE WI,3.93,Supermarkets
7/14/25,7/14/25,TODDYCAFE.COM 9704930788 CO,62.16,Merchandise
7/15/25,7/15/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
7/15/25,7/15/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
7/15/25,7/15/25,YMCA OF GREATER WAUKESHA 262-542-2557 WI,224,Services
7/16/25,7/16/25,5-365 FOOD SERVICE TROY MI,1.46,Restaurants
7/16/25,7/16/25,CHICK-FIL-A #03252 2623730609 WI,28.59,Restaurants
7/16/25,7/16/25,MURF'S FROZEN CUSTARD & BROOKFIELD WI,9.99,Restaurants
7/17/25,7/17/25,5-365 FOOD SERVICE TROY MI,1.4,Restaurants
7/17/25,7/17/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
7/17/25,7/17/25,PANERA BREAD #606423 K WAUWATOSA WIAPPLE PAY ENDING IN 38966051715947927645,34.01,Restaurants
7/17/25,7/19/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,10,Supermarkets
7/18/25,7/19/25,5-365 FOOD SERVICE TROY MI,4.05,Restaurants
7/18/25,7/19/25,DINING TROY MI,3.2,Restaurants
7/18/25,7/19/25,DINING TROY MI,3.86,Restaurants
7/18/25,7/19/25,MARCUS CENTER-SAZAMA'S MILWAUKEE WI,17.25,Travel/ Entertainment
7/18/25,7/19/25,MARCUS CENTER-SAZAMA'S MILWAUKEE WI,36.8,Travel/ Entertainment
7/18/25,7/19/25,MICROSOFT#G102912914 MSBILL.INFO WA,13.24,Merchandise
7/18/25,7/19/25,SQ *MY AUNTIES KITCHEN MILWAUKEE WI0002305843022489706209,8.65,Restaurants
7/19/25,7/19/25,SQSP* INV190726831 6465803456 NY,14,Services
7/20/25,7/20/25,SECURE PARKING USA 4148475723 WIAPPLE PAY ENDING IN 7049,6,Services
7/20/25,7/20/25,SP NOURISH NATURAL P 4142310955 WI,67.76,Merchandise
7/20/25,7/20/25,SP THRIVECAUSEMETICS 8888044318 WA,7.41,Merchandise
7/20/25,7/20/25,SQ *BIG WHITE YETI MILWAUKEE WI0002305843022504624909,32.37,Supermarkets
7/20/25,7/20/25,TST* CAFE HOLLANDER TOSA WAUWATOSA WIAPPLE PAY ENDING IN 7049,50.59,Restaurants
7/21/25,7/21/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
7/21/25,7/21/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
7/21/25,7/21/25,WALGREENS #10196 WAUWATOSA WI,8.77,Merchandise
7/22/25,7/22/25,5-365 FOOD SERVICE TROY MI,2.84,Restaurants
7/22/25,7/22/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
7/22/25,7/22/25,PY *KETTLE RANGE MEAT CO MILWAUKEE WI,34.95,Supermarkets
7/22/25,7/22/25,SPECTRUM 855-707-7328 MORC1146643002,89.99,Services
7/23/25,7/23/25,5-365 FOOD SERVICE TROY MI,3,Restaurants
7/23/25,7/23/25,BP#8292112GOGO PANTRY IN WAUWATOSA WI,40,Gasoline
7/23/25,7/23/25,RAISING CANES 0948 BROOKFIELD WI02350P,32.2,Restaurants
7/24/25,7/24/25,5-365 FOOD SERVICE TROY MI,1.58,Restaurants
7/24/25,7/24/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
7/25/25,7/25/25,5-365 FOOD SERVICE TROY MI,2.68,Restaurants
7/25/25,7/25/25,ALLYS BISTRO MENOMONEE FALWI,18.09,Restaurants
7/25/25,7/25/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,32,Supermarkets
7/25/25,7/25/25,SQ *COLECTIVO WAUWATOSA WI0001152921515758771633,17.69,Restaurants
7/26/25,7/26/25,WAUWATOSA ACE HARDWARE WAUWATOSA WI,41.27,Home Improvement
7/28/25,7/28/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
7/28/25,7/28/25,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 7049,11.22,Restaurants
7/29/25,7/29/25,365 MARKET J 888 432-329 TROY MI,3,Restaurants
7/29/25,7/29/25,365 MARKET K 888 432-329 TROY MI,1,Restaurants
7/29/25,7/29/25,5-365 FOOD SERVICE TROY MI,2.78,Restaurants
7/29/25,7/29/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
7/29/25,7/29/25,CULVERS 2122600895 WIAPPLE PAY ENDING IN 7049,33.15,Restaurants
7/29/25,7/29/25,PAYMENT - THANK YOU,"-4,200",Payments and Credits
7/29/25,7/29/25,ZOO MILWAUKEE ADYEN.COM WI,90,Services
7/30/25,7/30/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
7/30/25,7/30/25,365 MARKET J 888 432-329 TROY MI,3,Restaurants
7/30/25,7/30/25,365 MARKET K 888 432-329 TROY MI,1.86,Restaurants
7/30/25,7/30/25,365 PAY 8883657382 MI,10,Restaurants
7/30/25,7/30/25,5-365 FOOD SERVICE TROY MI,4.01,Restaurants
7/30/25,7/30/25,THE RIDGES 9208392802 WIAPPLE PAY ENDING IN 7049,70,Services
7/31/25,7/31/25,MED*FROEDTERT HEALTH I 800-803-8155 WI433034921,201.33,Medical Services
7/31/25,7/31/25,SALON MARIE LLC HALES CORNERSWI,35,Services
7/31/25,7/31/25,SP DRINK ZYN 8663765996 WIAPPLE PAY ENDING IN 7049,52.94,Supermarkets
7/31/25,7/31/25,SP POCO PIZZA 9209482878 WI,113.75,Supermarkets
8/2/25,8/2/25,5-365 FOOD SERVICE TROY MI,5.33,Restaurants
8/2/25,8/2/25,SALON MARIE LLC HALES CORNERSWI,32,Services
8/2/25,8/2/25,SQ *WHITNALL PARK BEER GREENDALE WI0002305843022590704997,18.4,Merchandise
8/2/25,8/2/25,SQ *WHITNALL PARK BEER GREENDALE WI0002305843022590045734,38.52,Merchandise
8/2/25,8/2/25,WALGREENS #3578 WAUWATOSA WI,8.21,Merchandise
8/2/25,8/2/25,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,112,Merchandise
8/2/25,8/2/25,WHITNALL BEER GARDEN WAUWATOSA WI,17.7,Government Services
8/3/25,8/3/25,EXXONMOBIL WAUWATOSA WI,42.49,Gasoline
8/3/25,8/3/25,NB LIONS CLUB CORN ROAST MILWAUKEE WI,8,Restaurants
8/3/25,8/3/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,67,Supermarkets
8/3/25,8/3/25,SQ *BENNO'S @ STATE FA WEST ALLIS WI0002305843022595607334,9.2,Travel/ Entertainment
8/3/25,8/3/25,SQ *EMMA'S TRAILER 2 WEST ALLIS WI0002305843022595738141,14.95,Restaurants
8/3/25,8/3/25,SQ *HUNDRED ACRE SHOREWOOD WI0002305843022593556005,15,Supermarkets
8/3/25,8/3/25,SQ *SAZS HOSPITALITY G WEST ALLIS WI0002305843022595645161,13,Restaurants
8/3/25,8/3/25,SQ *SAZS HOSPITALITY G WEST ALLIS WI0002305843022594747326,18.4,Restaurants
8/3/25,8/3/25,SQ *TREE-RIPE FRUIT CO OAK FOREST IL0002305843022593465593,24,Supermarkets
8/4/25,8/4/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
8/4/25,8/4/25,SENDIK'S WAUWATOSA WAUWATOSA WI,1,Supermarkets
8/4/25,8/4/25,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843022599237920,41.76,Restaurants
8/5/25,8/5/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
8/5/25,8/5/25,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 7049,15,Restaurants
8/5/25,8/5/25,THE HOME DEPOT #4923 WAUWATOSA WI,8.43,Home Improvement
8/5/25,8/5/25,TOPPERS PIZZA WAUWATOSA 4144667777 WI,18.34,Restaurants
8/6/25,8/6/25,CHICK-FIL-A #03252 2623730609 WI,29.07,Restaurants
8/6/25,8/6/25,LWV OF THE US 2024291965 DC,24.75,Services
8/6/25,8/6/25,LWV WISCONSIN 6082560827 WI,35.25,Services
8/6/25,8/6/25,LWV-MILWAUKEE COUNTY 4142738683 WI,15,Services
8/6/25,8/6/25,MED*FROEDTERT HEALTH I 800-803-8155 WI435878968,27.17,Medical Services
8/7/25,8/7/25,5-365 FOOD SERVICE TROY MI,4.18,Restaurants
8/7/25,8/7/25,HUMBLEBUNDLE.COM 5102444951 CA,21.5,Merchandise
8/8/25,8/8/25,5-365 FOOD SERVICE TROY MI,3.54,Restaurants
8/8/25,8/8/25,CULVERS 2122600895 WIAPPLE PAY ENDING IN 7049,31.14,Restaurants
8/9/25,8/9/25,GLOSS* TOSA WELLNESS & WAUWATOSA WI,440.91,Services
8/9/25,8/9/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
8/9/25,8/9/25,PAYPAL *CHEWY INC 888-221-1161 CA,22.19,Merchandise
8/11/25,8/11/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
8/12/25,8/12/25,5-365 FOOD SERVICE TROY MI,5.52,Restaurants
8/12/25,8/12/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
8/12/25,8/12/25,MURF'S FROZEN CUSTARD & BROOKFIELD WI,14.17,Restaurants
8/12/25,8/12/25,NOODLES AND COMPANY BROOMFIELD CO,15.71,Restaurants
8/12/25,8/12/25,PANERA BREAD #606249 O 855-372-6372 WIAPPLE PAY ENDING IN 70496051715961624614,27.14,Restaurants
8/12/25,8/12/25,PAYPAL *LEAGUEWOMEN 888-221-1161 CA,15,Services
8/13/25,8/13/25,5-365 FOOD SERVICE TROY MI,4.75,Restaurants
8/13/25,8/13/25,CHIPOTLE MEX GR ONLINE 303-595-4000 CA,30.43,Restaurants
8/13/25,8/13/25,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,11.31,Restaurants
8/13/25,8/13/25,HULU 888-439-4858 CAHULU,4.32,Services
8/14/25,8/14/25,5-365 FOOD SERVICE TROY MI,2.8,Restaurants
8/14/25,8/14/25,CULVERS MANITOWOC MANITOWOC WI,31.62,Restaurants
8/14/25,8/14/25,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,45.01,Restaurants
8/14/25,8/14/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
8/15/25,8/15/25,CVS/PHARMACY #10419 STURGEON BAY WI,3.93,Merchandise
8/15/25,8/15/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
8/15/25,8/15/25,SQ *THE VAULT DOOR COU ELLISON BAY WI0002305843022656113874,42.12,Supermarkets
8/18/25,8/19/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
8/18/25,8/19/25,GIRL SCOUTS OF THE USA 212-852-6587 NY,45,Services
8/18/25,8/19/25,GS WISCONSIN SOUTHEAST 800-565-4475 WI,25,Services
8/18/25,8/19/25,SP RENARDS CHEESE STURGEON BAY WI,27.97,Merchandise
8/18/25,8/19/25,SP RENARDS CHEESE STURGEON BAY WI,81.79,Merchandise
8/19/25,8/19/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
8/19/25,8/19/25,MICROSOFT#G108303493 MSBILL.INFO WA,13.24,Merchandise
8/20/25,8/20/25,5-365 FOOD SERVICE TROY MI,2.39,Restaurants
8/20/25,8/20/25,CHICK-FIL-A #03252 2623730609 WI,21.21,Restaurants
8/21/25,8/21/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
8/21/25,8/21/25,PAYPAL *VITACOSTCOM 888-221-1161 CA,68.78,Supermarkets
8/21/25,8/21/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,48,Supermarkets
8/22/25,8/22/25,SALON MARIE LLC HALES CORNERSWI,165,Services
8/22/25,8/22/25,SPECTRUM 855-707-7328 MORC1527135275,89.99,Services
8/22/25,8/22/25,TST*JOY ICE CREAM SOCI WAUWATOSA WI00229365027372222689AA,14.48,Merchandise
8/23/25,8/23/25,CHIPOTLE 0558 BROOKFIELD WI,32.5,Restaurants
8/24/25,8/24/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,28,Supermarkets
8/25/25,8/25/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
8/25/25,8/25/25,EXXONMOBIL WAUWATOSA WI,45.03,Gasoline
8/25/25,8/25/25,SP RAYS WINE AND SPIRI 4142589821 WIAPPLE PAY ENDING IN 7049,16.67,Merchandise
8/26/25,8/26/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
8/26/25,8/26/25,PANERA BREAD #606423 O 855-372-6372 WIAPPLE PAY ENDING IN 70496051715969208585,19.54,Restaurants
8/26/25,8/26/25,PAYMENT - THANK YOU,"-3,200",Payments and Credits
8/27/25,8/27/25,5-365 FOOD SERVICE TROY MI,2.19,Restaurants
8/27/25,8/27/25,CULVERS 2122600895 WIAPPLE PAY ENDING IN 7049,38.77,Restaurants
8/27/25,8/27/25,MURF'S FROZEN CUSTARD & BROOKFIELD WI,23.15,Restaurants
8/28/25,8/28/25,5-365 FOOD SERVICE TROY MI,2.69,Restaurants
8/28/25,8/28/25,LEGACY GYM MKE 262-989-6696 WI,250,Travel/ Entertainment
8/28/25,8/28/25,SP ETHIQUE USCAN 6292629069 DE,75.6,Merchandise
8/29/25,8/29/25,5-365 FOOD SERVICE TROY MI,4,Restaurants
8/29/25,8/29/25,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 7049,27.13,Restaurants
8/29/25,8/29/25,PX* GILLES FROZEN CUST 8889983286 MAAPPLE PAY ENDING IN 7049,52.49,Restaurants
8/29/25,8/29/25,SP NAKED NUTRITION 8774325068 FL,52.2,Supermarkets
8/30/25,8/30/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,63,Supermarkets
8/30/25,8/30/25,SQ *H2O: HEALTH HYDRAT MILWAUKEE WI0002305843022768628831,149,Medical Services
8/31/25,8/31/25,SQ *COLECTIVO GOSQ.COM WIAPPLE PAY ENDING IN 70490002305843022777405369,22.95,Restaurants
9/1/25,9/1/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
9/2/25,9/2/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
9/2/25,9/2/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,27,Supermarkets
9/2/25,9/2/25,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,112,Merchandise
9/3/25,9/3/25,5-365 FOOD SERVICE TROY MI,2.67,Restaurants
9/3/25,9/3/25,LS BENTLEYS PET STUFF WAUWATOSA WI,72,Merchandise
9/3/25,9/3/25,RAISING CANES 0948 BROOKFIELD WI00351P,32.61,Restaurants
9/4/25,9/4/25,5-365 FOOD SERVICE TROY MI,2.63,Restaurants
9/4/25,9/4/25,MILTOWN EATS LLC 4144349799 WI,53,Supermarkets
9/4/25,9/4/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,32,Supermarkets
9/5/25,9/5/25,CAFE ZUPAS-MENOMONEE MENOMONEE FALWI,36.51,Restaurants
9/5/25,9/5/25,SQ *COLECTIVO GOSQ.COM WIAPPLE PAY ENDING IN 70490002305843022809438329,28.83,Restaurants
9/5/25,9/5/25,TST*JOY ICE CREAM SOCI WAUWATOSA WI00229365027658620870AA,19.46,Merchandise
9/6/25,9/6/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,27,Supermarkets
9/6/25,9/6/25,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 704900037390027671667879AA,44.49,Restaurants
9/7/25,9/7/25,LANDMARK RESORT RENTAL 920-868-3205 WI,298.77,Travel/ Entertainment
9/7/25,9/7/25,PAYPAL *KTQUALITYAC 888-221-1161 CA,40.09,Merchandise
9/7/25,9/7/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,19,Supermarkets
9/7/25,9/7/25,SP NOURISH NATURAL P BAYSIDE WI,34.95,Merchandise
9/7/25,9/7/25,TST*MISS MOLLYS CAFE & MILWAUKEE WI00037390027700953114AA,55.1,Restaurants
9/8/25,9/8/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
9/8/25,9/8/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
9/9/25,9/9/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
9/9/25,9/9/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
9/9/25,9/9/25,MAYFAIR FAMILY DENTISTRY WAUWATOSA WI,68.6,Medical Services
9/10/25,9/10/25,PAYPAL *WACOALDIREC 888-221-1161 CA,112.68,Merchandise
9/10/25,9/10/25,SALON MARIE LLC HALES CORNERSWI,34,Services
9/10/25,9/10/25,SP PURE CHOICE FARMS 6085588699 WIAPPLE PAY ENDING IN 6966,39,Supermarkets
9/11/25,9/11/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
9/12/25,9/12/25,PX* GILLES FROZEN CUST 8889983286 MA,45.8,Restaurants
9/12/25,9/12/25,QUALITY HEATING & SHEET BROOKFIELD WI,343.12,Services
9/13/25,9/13/25,492028TOPPIZTOSA 4142574002 WI,29.3,Restaurants
9/13/25,9/13/25,5-365 FOOD SERVICE TROY MI,3.91,Restaurants
9/13/25,9/13/25,HULU 888-439-4858 CAHULU,4.32,Services
9/13/25,9/13/25,"LOWE'S OF WAUWATOSA, WI WAUWATOSA WI",27.51,Home Improvement
9/13/25,9/13/25,SP DRINK ZYN 8663765996 WI,44.99,Supermarkets
9/13/25,9/13/25,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843022879132212,151.14,Supermarkets
9/15/25,9/15/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
9/15/25,9/15/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
9/15/25,9/15/25,TARGET 00025866091 MILWAUKEE WI,2.92,Supermarkets
9/16/25,9/16/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
9/16/25,9/16/25,5-365 FOOD SERVICE TROY MI,4.9,Restaurants
9/16/25,9/16/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
9/16/25,9/16/25,WI DEPT OF REVENUE ECO 608-266-2772 WIAPPLE PAY ENDING IN 6966,11.25,Government Services
9/17/25,9/17/25,5-365 FOOD SERVICE TROY MI,2.47,Restaurants
9/17/25,9/17/25,QDOBA 2856 OLO 414-755-8001 WIAPPLE PAY ENDING IN 70498151418572455941,25.26,Restaurants
9/17/25,9/19/25,EXXONMOBIL WAUWATOSA WI,45.71,Gasoline
9/18/25,9/19/25,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
9/18/25,9/19/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,25,Supermarkets
9/19/25,9/19/25,5-365 FOOD SERVICE TROY MI,5.61,Restaurants
9/19/25,9/19/25,CHEESECAKE 085 ONLINE 818-871-3000 WI,55.9,Restaurants
9/19/25,9/19/25,DINING TROY MI,3.51,Restaurants
9/19/25,9/19/25,MICROSOFT-G114231793 REDMOND WA,13.24,Merchandise
9/19/25,9/19/25,SPOT PET 8009051595 WA,412.08,Services
9/20/25,9/20/25,BOSWELL BOOK COMPANY 414-332-1181 WI,22.62,Merchandise
9/20/25,9/20/25,GLOSS* TOSA WELLNESS & WAUWATOSA WI,268.14,Services
9/20/25,9/20/25,METCALFE'S MARKET WAUWATOSA WI,67,Supermarkets
9/20/25,9/20/25,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843022927519284,38.05,Supermarkets
9/21/25,9/21/25,SPIRIT HALLOWEEN 61114 609-703-8292 UT02184P,108.12,Merchandise
9/22/25,9/22/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
9/22/25,9/22/25,NOODLES AND COMPANY BROOMFIELD CO,31.96,Restaurants
9/22/25,9/22/25,PAYMENT - THANK YOU,"-4,000",Payments and Credits
9/22/25,9/22/25,QUALITY HEATING & SHEET BROOKFIELD WI,45.54,Services
9/22/25,9/22/25,SPECTRUM 855-707-7328 MORC1230392922,89.99,Services
9/23/25,9/23/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
9/23/25,9/23/25,5-365 FOOD SERVICE TROY MI,2.63,Restaurants
9/23/25,9/23/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
9/24/25,9/24/25,5-365 FOOD SERVICE TROY MI,4.44,Restaurants
9/25/25,9/25/25,365 MARKET K 888 432-329 TROY MI,1.9,Restaurants
9/25/25,9/25/25,5-365 FOOD SERVICE TROY MI,5.13,Restaurants
9/25/25,9/25/25,MCKINLEY ELEM PTO 4144433570 WIAPPLE PAY ENDING IN 6966,11.38,Services
9/25/25,9/25/25,MCKINLEY ELEM PTO 4144433570 WIAPPLE PAY ENDING IN 6966,35,Services
9/26/25,9/26/25,5-365 FOOD SERVICE TROY MI,4,Restaurants
9/26/25,9/26/25,VIP PHOTO - VIPIS.COM 262-375-4457 WI,41.25,Services
